camis,first_inspection,last_inspection,active_days,grade,boro,score,cuisine_description,year_opened,duration_group
50160556,2024-12-11,2025-03-20,99,A,Bronx,9.0,Chinese,2024,<1yr
50160560,2025-04-10,2025-04-10,0,N,Manhattan,25.0,Other,2025,
50160569,2025-04-07,2025-04-07,0,N,Brooklyn,23.0,Middle Eastern,2025,
50160578,2024-12-09,2024-12-09,0,A,Bronx,3.0,Chicken,2024,
50160583,2024-11-19,2025-01-28,70,A,Manhattan,5.0,American,2024,<1yr
50160589,2025-04-30,2025-04-30,0,A,Brooklyn,9.0,Fusion,2025,
50160591,2025-04-02,2025-04-02,0,N,Queens,35.0,Coffee/Tea,2025,
50160600,2025-02-27,2025-03-18,19,A,Manhattan,10.0,Caribbean,2025,<1yr
50160607,2025-04-01,2025-06-03,63,Z,Manhattan,67.0,American,2025,<1yr
50160621,2025-04-25,2025-04-25,0,N,Manhattan,30.0,Bakery Products/Desserts,2025,
50160650,2025-02-26,2025-03-06,8,A,Brooklyn,13.0,Eastern European,2025,<1yr
50160655,2025-04-29,2025-04-29,0,A,Manhattan,10.0,Japanese,2025,
50160659,2025-04-28,2025-06-09,42,N,Brooklyn,21.0,Thai,2025,<1yr
50160663,2024-11-20,2025-01-31,72,A,Manhattan,13.0,Fusion,2024,<1yr
50160675,2025-04-03,2025-04-03,0,A,Brooklyn,13.0,Caribbean,2025,
50160706,2025-03-04,2025-03-04,0,N,Queens,9.0,Coffee/Tea,2025,
50160711,2025-06-07,2025-06-07,0,N,Manhattan,0.0,Other,2025,
50160724,2024-12-16,2024-12-16,0,N,Manhattan,2.0,Coffee/Tea,2024,
50160725,2024-12-12,2024-12-12,0,A,Manhattan,9.0,Spanish,2024,
50160726,2025-05-01,2025-06-20,50,Z,Queens,48.0,Pizza,2025,<1yr
50160728,2024-12-09,2024-12-09,0,A,Manhattan,10.0,Italian,2024,
50160735,2024-10-29,2024-10-29,0,N,Manhattan,5.0,Bakery Products/Desserts,2024,
50160740,2025-04-18,2025-04-18,0,N,Brooklyn,18.0,New American,2025,
50160744,2025-04-17,2025-04-17,0,A,Manhattan,13.0,American,2025,
50160747,2024-12-13,2024-12-13,0,N,Brooklyn,18.0,Bagels/Pretzels,2024,
50160765,2025-04-07,2025-04-07,0,N,Manhattan,28.0,Jewish/Kosher,2025,
50160771,2024-12-12,2024-12-12,0,A,Queens,13.0,Latin American,2024,
50160772,2024-11-06,2024-12-19,43,N,Manhattan,8.0,Italian,2024,<1yr
50160773,2025-04-03,2025-04-03,0,N,Queens,28.0,Thai,2025,
50160776,2025-01-02,2025-02-19,48,C,Brooklyn,31.0,Middle Eastern,2025,<1yr
50160783,2024-11-15,2024-11-15,0,N,Queens,20.0,Caribbean,2024,
50160784,2024-12-09,2024-12-09,0,A,Bronx,5.0,American,2024,
50160787,2024-12-12,2024-12-12,0,N,Queens,21.0,Chinese,2024,
50160793,2025-02-27,2025-04-16,48,N,Brooklyn,19.0,Mediterranean,2025,<1yr
50160795,2025-02-03,2025-02-03,0,A,Manhattan,11.0,Other,2025,
50160798,2025-04-23,2025-04-23,0,A,Brooklyn,2.0,Vegan,2025,
50160810,2025-04-01,2025-04-01,0,N,Manhattan,25.0,Caribbean,2025,
50160823,2025-05-07,2025-05-07,0,N,Bronx,61.0,Other,2025,
50160825,2025-03-10,2025-03-10,0,A,Brooklyn,10.0,Chicken,2025,
50160829,2025-02-24,2025-05-21,86,N,Queens,27.0,Chinese,2025,<1yr
50160835,2024-12-12,2024-12-12,0,A,Brooklyn,2.0,Coffee/Tea,2024,
50160837,2025-04-09,2025-04-09,0,A,Manhattan,11.0,Southeast Asian,2025,
50160845,2025-04-08,2025-04-08,0,A,Manhattan,2.0,Other,2025,
50160851,2025-02-25,2025-02-25,0,A,Manhattan,10.0,Bagels/Pretzels,2025,
50160852,2025-04-25,2025-04-25,0,A,Staten Island,13.0,Donuts,2025,
50160856,2024-11-21,2024-11-21,0,A,Brooklyn,12.0,Chinese,2024,
50160857,2025-04-30,2025-04-30,0,A,Queens,12.0,Caribbean,2025,
50160860,2025-05-08,2025-05-08,0,A,Brooklyn,10.0,Bottled Beverages,2025,
50160862,2025-02-25,2025-04-04,38,A,Manhattan,13.0,Chinese,2025,<1yr
50160869,2024-12-04,2025-03-05,91,N,Queens,28.0,Chinese,2024,<1yr
50160872,2024-11-08,2025-01-15,68,A,Brooklyn,13.0,Chinese,2024,<1yr
50160877,2024-12-11,2024-12-11,0,A,Queens,0.0,Coffee/Tea,2024,
50160881,2025-01-10,2025-01-10,0,N,Manhattan,22.0,American,2025,
50160883,2025-04-15,2025-04-15,0,N,Queens,41.0,Chinese,2025,
50160885,2024-12-09,2025-01-14,36,A,Manhattan,2.0,Coffee/Tea,2024,<1yr
50160891,2025-04-22,2025-04-22,0,N,Manhattan,18.0,Coffee/Tea,2025,
50160893,2024-11-19,2025-01-06,48,A,Manhattan,9.0,Chinese,2024,<1yr
50160895,2024-12-11,2024-12-11,0,A,Brooklyn,5.0,Other,2024,
50160902,2025-02-27,2025-02-27,0,A,Manhattan,0.0,Bakery Products/Desserts,2025,
50160904,2024-12-09,2025-03-31,112,A,Manhattan,12.0,American,2024,<1yr
50160906,2024-12-11,2025-01-21,41,Z,Manhattan,35.0,Other,2024,<1yr
50160908,2024-11-06,2024-11-06,0,N,Manhattan,12.0,Coffee/Tea,2024,
50160910,2024-12-11,2025-01-07,27,B,Manhattan,17.0,Coffee/Tea,2024,<1yr
50160911,2024-11-21,2025-05-28,188,N,Manhattan,16.0,Chicken,2024,<1yr
50160913,2025-02-25,2025-02-25,0,A,Manhattan,5.0,Pizza,2025,
50160914,2025-01-21,2025-06-03,133,A,Queens,13.0,Chinese,2025,<1yr
50160915,2025-05-28,2025-05-28,0,N,Queens,39.0,Coffee/Tea,2025,
50160917,2025-02-26,2025-02-26,0,N,Bronx,21.0,Chicken,2025,
50160926,2024-12-13,2024-12-13,0,A,Bronx,12.0,Spanish,2024,
50160927,2025-04-24,2025-04-24,0,N,Queens,52.0,Chinese,2025,
50160932,2025-04-22,2025-06-04,43,Z,Queens,27.0,Caribbean,2025,<1yr
50160944,2025-04-14,2025-04-14,0,N,Brooklyn,46.0,Mediterranean,2025,
50160951,2025-04-07,2025-04-07,0,A,Brooklyn,3.0,Pizza,2025,
50160952,2025-04-10,2025-04-10,0,A,Bronx,13.0,Chinese,2025,
50160957,2025-04-10,2025-06-06,57,N,Manhattan,23.0,American,2025,<1yr
50160958,2025-02-21,2025-02-21,0,N,Brooklyn,30.0,Other,2025,
50160959,2025-02-25,2025-02-25,0,A,Brooklyn,12.0,Spanish,2025,
50160964,2025-04-08,2025-06-17,70,A,Manhattan,13.0,American,2025,<1yr
50160966,2024-12-15,2024-12-15,0,A,Brooklyn,10.0,Chinese,2024,
50160967,2025-01-13,2025-01-13,0,N,Manhattan,21.0,American,2025,
50160972,2025-02-26,2025-02-26,0,A,Bronx,10.0,Coffee/Tea,2025,
50160975,2025-02-25,2025-05-01,65,Z,Manhattan,18.0,Chinese,2025,<1yr
50160977,2025-01-30,2025-01-30,0,A,Brooklyn,5.0,Chicken,2025,
50160981,2025-04-01,2025-04-01,0,A,Queens,2.0,American,2025,
50160982,2025-04-17,2025-06-04,48,Z,Manhattan,22.0,Middle Eastern,2025,<1yr
50160987,2025-05-30,2025-05-30,0,A,Queens,9.0,Irish,2025,
50160995,2025-05-30,2025-05-30,0,N,Bronx,48.0,Mexican,2025,
50160996,2025-04-07,2025-04-07,0,N,Brooklyn,41.0,Chinese,2025,
50160997,2024-11-12,2024-11-12,0,N,Brooklyn,21.0,American,2024,
50160998,2025-04-08,2025-04-08,0,A,Manhattan,12.0,Bakery Products/Desserts,2025,
50160999,2025-01-09,2025-01-09,0,A,Queens,5.0,Asian/Asian Fusion,2025,
50161004,2025-02-26,2025-02-26,0,N,Manhattan,17.0,Asian/Asian Fusion,2025,
50161005,2024-11-22,2024-11-22,0,N,Brooklyn,2.0,Japanese,2024,
50161006,2025-04-10,2025-04-10,0,N,Queens,25.0,Korean,2025,
50161014,2024-12-04,2024-12-04,0,A,Staten Island,4.0,American,2024,
50161031,2024-12-04,2024-12-04,0,A,Brooklyn,13.0,Bagels/Pretzels,2024,
50161039,2025-04-08,2025-04-08,0,A,Manhattan,13.0,Japanese,2025,
50161042,2024-12-03,2025-03-11,98,C,Queens,43.0,Italian,2024,<1yr
50161044,2025-04-08,2025-04-08,0,A,Manhattan,13.0,Sandwiches,2025,
50161050,2025-02-28,2025-02-28,0,A,Queens,10.0,Coffee/Tea,2025,
50161059,2024-11-06,2025-03-06,120,A,Bronx,11.0,Mexican,2024,<1yr
50161061,2024-12-06,2024-12-06,0,A,Staten Island,9.0,Hamburgers,2024,
50161062,2025-04-28,2025-04-28,0,N,Queens,25.0,Japanese,2025,
50161070,2025-04-08,2025-04-08,0,N,Staten Island,22.0,Asian/Asian Fusion,2025,
50161071,2024-11-27,2024-11-27,0,N,Bronx,8.0,Mexican,2024,
50161072,2025-02-28,2025-02-28,0,A,Staten Island,7.0,American,2025,
50161074,2025-02-10,2025-02-10,0,N,Manhattan,24.0,French,2025,
50161077,2025-04-09,2025-04-09,0,A,Bronx,12.0,Mexican,2025,
50161078,2025-04-22,2025-04-22,0,N,Brooklyn,21.0,Pizza,2025,
50161081,2025-02-26,2025-06-10,104,N,Bronx,27.0,Caribbean,2025,<1yr
50161082,2024-12-17,2025-04-02,106,B,Staten Island,20.0,Spanish,2024,<1yr
50161087,2025-04-30,2025-04-30,0,N,Manhattan,70.0,Chicken,2025,
50161088,2025-02-11,2025-02-11,0,A,Staten Island,10.0,Other,2025,
50161089,2025-03-11,2025-03-11,0,N,Queens,24.0,Latin American,2025,
50161091,2025-05-06,2025-05-06,0,A,Manhattan,12.0,Pizza,2025,
50161092,2025-05-02,2025-05-02,0,A,Manhattan,13.0,Frozen Desserts,2025,
50161107,2025-04-08,2025-04-08,0,N,Manhattan,37.0,Coffee/Tea,2025,
50161108,2025-04-08,2025-04-08,0,N,Queens,124.0,Latin American,2025,
50161109,2025-05-07,2025-05-07,0,N,Brooklyn,19.0,American,2025,
50161110,2025-05-01,2025-05-01,0,N,Manhattan,18.0,Chicken,2025,
50161113,2025-04-08,2025-04-08,0,N,Manhattan,31.0,Coffee/Tea,2025,
50161117,2025-04-22,2025-04-22,0,A,Manhattan,2.0,Other,2025,
50161118,2025-04-08,2025-05-01,23,Z,Brooklyn,0.0,Chinese,2025,<1yr
50161121,2025-05-02,2025-05-02,0,A,Brooklyn,12.0,Coffee/Tea,2025,
50161128,2025-05-02,2025-05-02,0,N,Brooklyn,28.0,Coffee/Tea,2025,
50161129,2025-05-02,2025-05-02,0,N,Brooklyn,31.0,Italian,2025,
50161133,2024-11-26,2025-04-03,128,N,Manhattan,29.0,Indian,2024,<1yr
50161135,2025-04-07,2025-04-07,0,N,Queens,21.0,Japanese,2025,
50161136,2025-04-22,2025-04-22,0,A,Brooklyn,13.0,Mexican,2025,
50161139,2025-02-26,2025-02-26,0,N,Queens,21.0,American,2025,
50161150,2025-04-22,2025-04-22,0,N,Bronx,24.0,Mexican,2025,
50161164,2025-04-08,2025-04-08,0,A,Manhattan,13.0,American,2025,
50161166,2025-04-09,2025-06-18,70,Z,Queens,27.0,Korean,2025,<1yr
50161173,2024-11-21,2025-01-27,67,A,Brooklyn,8.0,Donuts,2024,<1yr
50161177,2025-04-10,2025-04-10,0,A,Brooklyn,3.0,Donuts,2025,
50161180,2025-05-05,2025-06-20,46,A,Queens,7.0,Bagels/Pretzels,2025,<1yr
50161186,2025-02-26,2025-02-26,0,A,Manhattan,12.0,Bakery Products/Desserts,2025,
50161188,2025-04-08,2025-04-08,0,A,Queens,12.0,Bakery Products/Desserts,2025,
50161189,2024-11-12,2024-11-12,0,A,Brooklyn,13.0,Korean,2024,
50161192,2024-12-19,2024-12-19,0,A,Queens,11.0,Japanese,2024,
50161196,2025-02-25,2025-04-02,36,A,Brooklyn,11.0,Coffee/Tea,2025,<1yr
50161198,2024-11-06,2025-03-11,125,B,Manhattan,25.0,Mediterranean,2024,<1yr
50161207,2025-02-13,2025-02-13,0,A,Queens,7.0,Other,2025,
50161210,2025-05-06,2025-05-06,0,A,Queens,9.0,Spanish,2025,
50161217,2025-02-25,2025-02-25,0,N,Manhattan,16.0,Thai,2025,
50161244,2025-04-08,2025-06-11,64,A,Queens,12.0,Indian,2025,<1yr
50161246,2025-04-08,2025-06-12,65,A,Manhattan,9.0,Japanese,2025,<1yr
50161251,2025-04-28,2025-04-28,0,N,Brooklyn,72.0,Chinese,2025,
50161252,2025-04-08,2025-04-08,0,N,Queens,47.0,Asian/Asian Fusion,2025,
50161254,2025-04-16,2025-04-16,0,N,Queens,21.0,Mediterranean,2025,
50161270,2025-04-08,2025-04-08,0,N,Manhattan,23.0,Eastern European,2025,
50161271,2025-02-26,2025-05-27,90,A,Brooklyn,5.0,American,2025,<1yr
50161275,2025-04-11,2025-04-11,0,A,Manhattan,12.0,American,2025,
50161281,2025-04-09,2025-04-09,0,A,Brooklyn,12.0,Bakery Products/Desserts,2025,
50161284,2025-03-21,2025-03-21,0,N,Manhattan,20.0,Coffee/Tea,2025,
50161301,2024-12-09,2024-12-09,0,A,Brooklyn,10.0,"Juice, Smoothies, Fruit Salads",2024,
50161305,2025-05-08,2025-05-08,0,A,Brooklyn,2.0,Chicken,2025,
50161309,2024-11-25,2024-11-25,0,N,Brooklyn,7.0,American,2024,
50161310,2025-03-06,2025-03-06,0,A,Bronx,11.0,American,2025,
50161316,2024-11-15,2024-11-15,0,A,Staten Island,3.0,Pizza,2024,
50161339,2025-02-27,2025-02-27,0,A,Queens,3.0,Tex-Mex,2025,
50161341,2024-12-02,2025-04-29,148,N,Bronx,17.0,Mexican,2024,<1yr
50161349,2025-04-09,2025-04-09,0,N,Manhattan,22.0,Sandwiches/Salads/Mixed Buffet,2025,
50161350,2025-02-24,2025-02-24,0,A,Manhattan,13.0,Hawaiian,2025,
50161357,2025-02-24,2025-02-24,0,A,Manhattan,7.0,Coffee/Tea,2025,
50161361,2025-04-03,2025-04-03,0,A,Manhattan,8.0,American,2025,
50161363,2025-04-09,2025-04-09,0,A,Manhattan,9.0,Other,2025,
50161364,2025-02-20,2025-04-29,68,A,Bronx,7.0,Chinese,2025,<1yr
50161367,2024-11-12,2024-11-12,0,N,Queens,7.0,Korean,2024,
50161371,2025-04-02,2025-04-02,0,N,Manhattan,26.0,American,2025,
50161373,2025-04-21,2025-06-17,57,Z,Queens,47.0,Bakery Products/Desserts,2025,<1yr
50161375,2024-12-02,2024-12-02,0,N,Queens,26.0,Italian,2024,
50161378,2025-01-21,2025-01-21,0,A,Brooklyn,7.0,Other,2025,
50161379,2025-04-09,2025-04-09,0,A,Manhattan,13.0,American,2025,
50161382,2024-12-27,2025-01-29,33,A,Queens,13.0,Japanese,2024,<1yr
50161383,2024-12-04,2025-01-27,54,A,Bronx,11.0,Pizza,2024,<1yr
50161388,2025-05-05,2025-05-05,0,N,Manhattan,31.0,Bakery Products/Desserts,2025,
50161389,2024-12-09,2024-12-09,0,A,Brooklyn,12.0,Bakery Products/Desserts,2024,
50161392,2025-03-27,2025-03-27,0,N,Brooklyn,61.0,Bakery Products/Desserts,2025,
50161398,2025-04-09,2025-05-10,31,N,Manhattan,0.0,Japanese,2025,<1yr
50161399,2025-02-27,2025-02-27,0,N,Brooklyn,22.0,Pizza,2025,
50161403,2025-04-15,2025-04-15,0,N,Brooklyn,21.0,Italian,2025,
50161404,2024-12-10,2024-12-10,0,N,Manhattan,21.0,Mediterranean,2024,
50161411,2024-12-18,2025-01-13,26,A,Bronx,9.0,Pizza,2024,<1yr
50161413,2025-02-28,2025-02-28,0,A,Queens,0.0,Coffee/Tea,2025,
50161416,2025-02-26,2025-02-26,0,N,Manhattan,21.0,Coffee/Tea,2025,
50161424,2025-04-16,2025-04-16,0,N,Manhattan,26.0,Chicken,2025,
50161436,2025-04-11,2025-04-11,0,A,Manhattan,2.0,American,2025,
50161438,2024-11-18,2024-11-18,0,N,Manhattan,18.0,Sandwiches,2024,
50161447,2025-04-21,2025-04-21,0,A,Brooklyn,2.0,Bakery Products/Desserts,2025,
50161452,2025-04-16,2025-04-16,0,N,Staten Island,32.0,Chinese,2025,
50161454,2025-02-25,2025-05-01,65,A,Brooklyn,13.0,Mexican,2025,<1yr
50161461,2024-12-12,2024-12-12,0,N,Queens,18.0,Spanish,2024,
50161463,2025-02-25,2025-02-25,0,N,Manhattan,21.0,Salads,2025,
50161522,2025-03-18,2025-03-27,9,N,Queens,3.0,Donuts,2025,<1yr
50161523,2025-04-30,2025-04-30,0,A,Staten Island,12.0,Middle Eastern,2025,
50161525,2025-04-08,2025-04-08,0,N,Brooklyn,24.0,American,2025,
50161533,2025-06-16,2025-06-16,0,A,Queens,12.0,Chinese,2025,
50161544,2025-04-10,2025-04-10,0,A,Manhattan,13.0,"Juice, Smoothies, Fruit Salads",2025,
50161587,2025-04-10,2025-04-10,0,N,Queens,23.0,American,2025,
50161594,2025-02-28,2025-03-10,10,A,Brooklyn,13.0,American,2025,<1yr
50161612,2025-03-03,2025-03-03,0,A,Queens,8.0,Other,2025,
50161614,2025-04-16,2025-04-16,0,A,Queens,7.0,American,2025,
50161620,2025-01-13,2025-01-13,0,A,Queens,8.0,Korean,2025,
50161622,2024-11-27,2025-04-03,127,Z,Queens,27.0,Spanish,2024,<1yr
50161623,2025-04-10,2025-04-10,0,N,Queens,47.0,Indian,2025,
50161626,2025-03-11,2025-03-11,0,N,Manhattan,23.0,Chicken,2025,
50161627,2025-04-07,2025-04-07,0,A,Bronx,13.0,Fusion,2025,
50161637,2024-12-18,2025-02-26,70,Z,Brooklyn,46.0,Chinese,2024,<1yr
50161638,2025-04-09,2025-05-22,43,Z,Queens,23.0,Chinese,2025,<1yr
50161640,2025-04-10,2025-04-10,0,A,Queens,13.0,Mexican,2025,
50161642,2025-04-09,2025-04-09,0,N,Manhattan,24.0,Chinese,2025,
50161653,2025-02-28,2025-05-05,66,A,Bronx,13.0,Chicken,2025,<1yr
50161664,2025-03-05,2025-03-05,0,N,Brooklyn,27.0,Fusion,2025,
50161669,2025-04-08,2025-04-08,0,N,Manhattan,57.0,Latin American,2025,
50161671,2025-04-10,2025-06-17,68,N,Bronx,21.0,Chicken,2025,<1yr
50161673,2025-01-22,2025-01-22,0,N,Brooklyn,21.0,Other,2025,
50161674,2024-12-18,2024-12-18,0,A,Queens,12.0,Mexican,2024,
50161678,2025-05-08,2025-05-08,0,A,Brooklyn,11.0,American,2025,
50161681,2024-12-10,2024-12-10,0,N,Brooklyn,22.0,Vegan,2024,
50161693,2025-01-06,2025-01-06,0,A,Queens,12.0,Sandwiches,2025,
50161695,2024-11-25,2024-11-25,0,N,Queens,6.0,Japanese,2024,
50161698,2025-04-09,2025-04-09,0,A,Bronx,11.0,Chinese,2025,
50161731,2025-02-24,2025-02-24,0,N,Brooklyn,21.0,Asian/Asian Fusion,2025,
50161736,2024-11-18,2024-11-18,0,N,Manhattan,4.0,Jewish/Kosher,2024,
50161741,2024-12-31,2024-12-31,0,N,Brooklyn,10.0,Chinese,2024,
50161742,2024-11-26,2024-12-03,7,N,Bronx,2.0,Coffee/Tea,2024,<1yr
50161757,2025-03-19,2025-03-19,0,A,Brooklyn,12.0,New American,2025,
50161760,2025-01-06,2025-01-06,0,A,Brooklyn,9.0,American,2025,
50161761,2024-11-25,2024-11-25,0,N,Queens,7.0,Chinese,2024,
50161762,2024-12-09,2024-12-09,0,N,Manhattan,39.0,Chinese,2024,
50161765,2024-12-10,2025-04-09,120,B,Bronx,21.0,Mexican,2024,<1yr
50161769,2025-04-04,2025-04-04,0,N,Brooklyn,19.0,American,2025,
50161771,2025-04-16,2025-04-16,0,N,Queens,48.0,Korean,2025,
50161775,2025-05-09,2025-05-09,0,N,Brooklyn,31.0,Other,2025,
50161776,2024-12-06,2024-12-06,0,A,Queens,10.0,"Juice, Smoothies, Fruit Salads",2024,
50161777,2024-12-11,2025-01-09,29,A,Manhattan,10.0,Coffee/Tea,2024,<1yr
50161792,2025-04-09,2025-04-09,0,A,Brooklyn,12.0,Japanese,2025,
50161799,2024-12-12,2024-12-12,0,N,Brooklyn,22.0,American,2024,
50161802,2024-11-18,2025-01-09,52,A,Brooklyn,13.0,Spanish,2024,<1yr
50161821,2025-04-14,2025-04-14,0,N,Queens,21.0,Coffee/Tea,2025,
50161824,2024-12-13,2025-03-07,84,A,Brooklyn,6.0,Coffee/Tea,2024,<1yr
50161831,2025-04-14,2025-04-14,0,N,Brooklyn,87.0,American,2025,
50161847,2024-12-10,2024-12-10,0,A,Queens,11.0,Indian,2024,
50161859,2025-06-05,2025-06-05,0,N,Bronx,30.0,Pizza,2025,
50161871,2025-04-24,2025-04-24,0,A,Brooklyn,10.0,Coffee/Tea,2025,
50161873,2025-04-15,2025-04-18,3,Z,Manhattan,2.0,Latin American,2025,<1yr
50161882,2025-02-24,2025-04-10,45,B,Brooklyn,27.0,Japanese,2025,<1yr
50161886,2025-04-15,2025-06-17,63,Z,Manhattan,47.0,Italian,2025,<1yr
50161905,2025-04-21,2025-04-21,0,A,Brooklyn,12.0,Coffee/Tea,2025,
50161919,2025-02-13,2025-03-31,46,B,Queens,27.0,Latin American,2025,<1yr
50161930,2025-05-07,2025-05-07,0,A,Manhattan,11.0,Middle Eastern,2025,
50161966,2024-11-20,2025-01-09,50,A,Queens,11.0,Chinese,2024,<1yr
50161967,2025-04-24,2025-04-24,0,N,Manhattan,69.0,Bangladeshi,2025,
50161970,2025-05-06,2025-05-06,0,A,Queens,9.0,Mexican,2025,
50161972,2025-04-21,2025-04-21,0,N,Staten Island,81.0,Asian/Asian Fusion,2025,
50161976,2025-04-14,2025-04-14,0,N,Brooklyn,25.0,Chinese,2025,
50161977,2025-04-28,2025-04-28,0,A,Queens,10.0,Coffee/Tea,2025,
50161983,2024-12-10,2025-05-06,147,N,Brooklyn,34.0,Coffee/Tea,2024,<1yr
50161984,2025-02-24,2025-02-24,0,A,Manhattan,13.0,Bakery Products/Desserts,2025,
50161986,2025-02-05,2025-02-05,0,A,Queens,10.0,Other,2025,
50161987,2025-03-03,2025-03-03,0,N,Bronx,39.0,Pizza,2025,
50161990,2025-04-17,2025-04-17,0,A,Queens,13.0,American,2025,
50161993,2025-04-23,2025-04-23,0,N,Queens,21.0,American,2025,
50162012,2025-02-25,2025-03-26,29,A,Manhattan,3.0,Mediterranean,2025,<1yr
50162019,2024-12-12,2024-12-12,0,A,Brooklyn,12.0,Chinese,2024,
50162022,2025-03-20,2025-03-20,0,A,Manhattan,12.0,Sandwiches/Salads/Mixed Buffet,2025,
50162028,2025-04-10,2025-04-10,0,A,Manhattan,2.0,American,2025,
50162035,2025-02-25,2025-02-25,0,A,Manhattan,13.0,Chicken,2025,
50162039,2025-02-26,2025-04-02,35,A,Manhattan,13.0,American,2025,<1yr
50162042,2024-12-23,2025-01-14,22,A,Manhattan,9.0,American,2024,<1yr
50162044,2025-04-15,2025-06-10,56,A,Manhattan,2.0,Chicken,2025,<1yr
50162047,2025-02-24,2025-03-25,29,Z,Brooklyn,5.0,Mexican,2025,<1yr
50162050,2025-04-29,2025-04-29,0,A,Brooklyn,10.0,Bagels/Pretzels,2025,
50162064,2024-12-19,2025-06-05,168,N,Queens,18.0,Chicken,2024,<1yr
50162068,2025-04-16,2025-04-16,0,N,Manhattan,32.0,Mexican,2025,
50162071,2025-04-15,2025-04-15,0,N,Manhattan,31.0,Mediterranean,2025,
50162074,2025-03-26,2025-03-26,0,N,Manhattan,20.0,American,2025,
50162086,2024-12-23,2025-04-21,119,N,Queens,20.0,Latin American,2024,<1yr
50162110,2024-12-24,2024-12-24,0,A,Bronx,7.0,Coffee/Tea,2024,
50162111,2025-02-26,2025-02-26,0,A,Manhattan,13.0,Coffee/Tea,2025,
50162131,2025-01-02,2025-01-02,0,A,Brooklyn,3.0,Chinese,2025,
50162132,2025-04-17,2025-04-17,0,N,Manhattan,74.0,Coffee/Tea,2025,
50162133,2025-01-02,2025-01-02,0,A,Brooklyn,2.0,Indian,2025,
50162141,2025-02-03,2025-02-03,0,A,Queens,12.0,Bangladeshi,2025,
50162142,2025-05-06,2025-05-06,0,N,Brooklyn,18.0,Spanish,2025,
50162143,2024-12-30,2024-12-30,0,A,Manhattan,13.0,Greek,2024,
50162145,2025-01-09,2025-01-21,12,N,Bronx,28.0,Coffee/Tea,2025,<1yr
50162147,2025-04-16,2025-04-16,0,A,Manhattan,9.0,Sandwiches/Salads/Mixed Buffet,2025,
50162148,2025-04-17,2025-04-17,0,A,Manhattan,0.0,Pizza,2025,
50162159,2025-01-10,2025-02-24,45,A,Bronx,13.0,Other,2025,<1yr
50162160,2025-01-07,2025-03-13,65,N,Queens,20.0,Filipino,2025,<1yr
50162181,2025-04-16,2025-04-16,0,N,Queens,53.0,Seafood,2025,
50162191,2025-04-16,2025-06-09,54,Z,Brooklyn,17.0,Caribbean,2025,<1yr
50162193,2024-12-12,2024-12-23,11,N,Manhattan,15.0,Eastern European,2024,<1yr
50162198,2025-03-13,2025-06-16,95,Z,Manhattan,27.0,Other,2025,<1yr
50162199,2025-04-23,2025-04-23,0,N,Queens,43.0,Chinese/Japanese,2025,
50162200,2025-04-15,2025-04-15,0,A,Queens,13.0,Bakery Products/Desserts,2025,
50162201,2025-03-19,2025-03-19,0,A,Brooklyn,12.0,Coffee/Tea,2025,
50162202,2025-04-16,2025-04-16,0,A,Manhattan,10.0,Italian,2025,
50162234,2025-02-19,2025-02-19,0,A,Manhattan,8.0,Coffee/Tea,2025,
50162250,2025-04-23,2025-04-23,0,A,Manhattan,11.0,French,2025,
50162253,2025-04-15,2025-04-15,0,N,Manhattan,27.0,American,2025,
50162257,2024-12-23,2025-04-02,100,A,Manhattan,7.0,Salads,2024,<1yr
50162260,2025-02-26,2025-02-26,0,A,Manhattan,12.0,"Juice, Smoothies, Fruit Salads",2025,
50162276,2025-04-17,2025-06-11,55,Z,Manhattan,22.0,Asian/Asian Fusion,2025,<1yr
50162279,2025-01-16,2025-01-16,0,A,Manhattan,13.0,Italian,2025,
50162281,2024-12-17,2024-12-17,0,A,Brooklyn,5.0,Japanese,2024,
50162283,2025-04-14,2025-04-14,0,N,Bronx,17.0,Spanish,2025,
50162284,2024-12-31,2025-01-29,29,A,Bronx,13.0,Seafood,2024,<1yr
50162285,2025-01-02,2025-01-02,0,N,Queens,17.0,Indian,2025,
50162292,2024-11-27,2024-11-27,0,A,Bronx,7.0,Chicken,2024,
50162294,2025-04-14,2025-06-18,65,Z,Brooklyn,49.0,Chinese,2025,<1yr
50162298,2024-12-26,2024-12-26,0,N,Manhattan,21.0,Mediterranean,2024,
50162301,2024-11-26,2024-11-26,0,N,Manhattan,2.0,American,2024,
50162302,2025-05-07,2025-05-07,0,N,Queens,20.0,Armenian,2025,
50162310,2025-02-27,2025-02-27,0,A,Brooklyn,13.0,Other,2025,
50162320,2024-12-30,2024-12-30,0,A,Brooklyn,2.0,Thai,2024,
50162328,2024-12-24,2024-12-24,0,N,Manhattan,20.0,Other,2024,
50162334,2025-04-15,2025-04-15,0,A,Queens,11.0,Chicken,2025,
50162335,2025-04-28,2025-04-28,0,N,Bronx,21.0,Coffee/Tea,2025,
50162348,2025-02-26,2025-03-20,22,Z,Brooklyn,53.0,Caribbean,2025,<1yr
50162351,2024-12-26,2025-06-06,162,A,Queens,5.0,Spanish,2024,<1yr
50162360,2024-12-09,2024-12-09,0,N,Manhattan,2.0,Sandwiches/Salads/Mixed Buffet,2024,
50162377,2025-05-13,2025-05-13,0,N,Brooklyn,50.0,"Juice, Smoothies, Fruit Salads",2025,
